subscription_id,client_id,plan,start_date,end_date,amount,currency,status
S0000906,C00906,Standard,2024-12-21,,50,USD,active
S0000907,C00907,Pro,2023-12-30,2024-10-25,100,USD,expired
S0000908,C00908,Standard,2021-09-17,,50,USD,active
S0000909,C00909,Pro,2022-07-16,,100,USD,active
S0000910,C00910,Enterprise,2021-04-04,,200,USD,active
S0000911,C00911,Pro,2021-04-22,,100,USD,active
S0000912,C00912,Standard,2024-02-08,,50,USD,active
S0000913,C00913,Enterprise,2022-08-22,,200,USD,active
S0000914,C00914,Enterprise,2024-11-29,,200,USD,active
S0000915,C00915,Enterprise,2021-09-16,2022-05-14,200,USD,expired
S0000916,C00916,Pro,2024-07-30,2025-05-26,100,USD,expired
S0000917,C00917,Standard,2023-10-03,2024-08-28,50,USD,expired
S0000918,C00918,Pro,2021-07-30,,100,USD,active
S0000919,C00919,Pro,2021-01-26,,100,USD,active
S0000920,C00920,Pro,2024-03-21,,100,USD,active
S0000921,C00921,Pro,2022-08-06,,100,USD,active
S0000922,C00922,Pro,2023-08-20,,100,USD,active
S0000923,C00923,Enterprise,2023-09-08,2025-07-29,200,USD,expired
S0000924,C00924,Pro,2023-06-22,2025-01-12,100,USD,expired
S0000925,C00925,Pro,2022-11-29,,100,USD,active
S0000926,C00926,Standard,2022-01-13,,50,USD,active
S0000927,C00927,Pro,2021-04-16,,100,USD,active
S0000928,C00928,Standard,2022-06-02,2023-05-28,50,USD,expired
S0000929,C00929,Enterprise,2023-09-06,,200,USD,active
S0000930,C00930,Pro,2021-08-22,,100,USD,active
S0000931,C00931,Standard,2021-05-14,2021-11-10,50,USD,expired
S0000932,C00932,Standard,2023-04-01,2024-11-21,50,USD,expired
S0000933,C00933,Enterprise,2023-10-05,,200,USD,active
S0000934,C00934,Enterprise,2021-06-01,,200,USD,active
S0000935,C00935,Standard,2024-03-27,,50,USD,active
S0000936,C00936,Enterprise,2024-07-13,,200,USD,active
S0000937,C00937,Pro,2024-11-06,,100,USD,active
S0000938,C00938,Enterprise,2021-04-20,,200,USD,active
S0000939,C00939,Standard,2021-11-07,2022-10-03,50,USD,expired
S0000940,C00940,Standard,2021-11-02,,50,USD,active
S0000941,C00941,Enterprise,2024-02-27,2025-01-22,200,USD,expired
S0000942,C00942,Pro,2022-09-15,2024-08-05,100,USD,expired
S0000943,C00943,Enterprise,2021-06-24,,200,USD,active
S0000944,C00944,Enterprise,2022-05-24,2023-11-15,200,USD,expired
S0000945,C00945,Standard,2021-08-31,2022-09-25,50,USD,expired
S0000946,C00946,Pro,2024-02-17,,100,USD,active
S0000947,C00947,Standard,2023-05-03,,50,USD,active
S0000948,C00948,Pro,2024-05-26,,100,USD,active
S0000949,C00949,Pro,2024-05-05,,100,USD,active
S0000950,C00950,Pro,2024-06-20,,100,USD,active
S0000951,C00951,Enterprise,2022-04-08,2023-07-02,200,USD,expired
S0000952,C00952,Pro,2023-12-07,,100,USD,active
S0000953,C00953,Standard,2023-02-19,2024-12-10,50,USD,expired
S0000954,C00954,Pro,2023-07-12,,100,USD,active
S0000955,C00955,Enterprise,2023-06-26,,200,USD,active
S0000956,C00956,Standard,2022-09-01,,50,USD,active
S0000957,C00957,Pro,2024-04-20,,100,USD,active
S0000958,C00958,Enterprise,2023-05-29,,200,USD,active
S0000959,C00959,Enterprise,2022-09-18,,200,USD,active
S0000960,C00960,Standard,2024-03-10,,50,USD,active
S0000961,C00961,Enterprise,2024-06-25,,200,USD,active
S0000962,C00962,Pro,2021-05-04,2022-11-25,100,USD,expired
S0000963,C00963,Enterprise,2024-06-02,,200,USD,active
S0000964,C00964,Standard,2021-07-23,,50,USD,active
S0000965,C00965,Enterprise,2022-03-02,,200,USD,active
S0000966,C00966,Enterprise,2024-07-05,,200,USD,active
S0000967,C00967,Enterprise,2022-03-09,2024-01-28,200,USD,expired
S0000968,C00968,Standard,2022-06-26,,50,USD,active
S0000969,C00969,Enterprise,2024-09-14,2026-01-07,200,USD,expired
S0000970,C00970,Enterprise,2021-06-16,,200,USD,active
S0000971,C00971,Pro,2021-11-18,2023-07-11,100,USD,expired
S0000972,C00972,Enterprise,2022-05-07,,200,USD,active
S0000973,C00973,Pro,2021-12-22,,100,USD,active
S0000974,C00974,Standard,2024-02-05,,50,USD,active
S0000975,C00975,Standard,2021-06-03,,50,USD,active
S0000976,C00976,standard,2021-11-17,,50,USD,active
S0000977,C00977,Pro,2021-01-06,,100,USD,active
S0000978,C00978,Pro,2023-04-17,2024-09-08,100,USD,expired
S0000979,C00979,Standard,2023-07-12,,50,USD,active
S0000980,C00980,Pro,2024-11-12,,100,USD,active
S0000981,C00981,Enterprise,2024-05-01,,200,USD,active
S0000982,C00982,Enterprise,2023-08-21,,200,USD,active
S0000983,C00983,Enterprise,2022-08-20,2023-10-14,200,USD,expired
S0000984,C00984,Pro,2021-03-08,,100,USD,active
S0000985,C00985,Enterprise,2022-04-20,2023-09-12,200,USD,expired
S0000986,C00986,Standard,2022-08-14,,50,USD,active
S0000987,C00987,Standard,2024-12-18,,50,USD,active
S0000988,C00988,Pro,2022-08-03,2024-07-23,100,USD,expired
S0000989,C00989,Enterprise,2024-12-10,,200,USD,active
S0000990,C00990,Pro,2023-07-19,2024-08-12,100,USD,expired
S0000991,C00991,Standard,2021-05-26,,50,USD,active
S0000992,C00992,Pro,2024-11-08,,100,USD,active
S0000993,C00993,Pro,2022-04-24,,100,USD,active
S0000994,C00994,Pro,2022-06-26,2023-05-22,100,USD,expired
S0000995,C00995,Pro,2024-07-04,,100,USD,active
S0000996,C00996,Pro,2024-04-22,,100,USD,active
S0000997,C00997,Standard,2024-09-16,,50,USD,active
S0000998,C00998,Standard,2022-02-10,,50,USD,active
S0000999,C00999,Enterprise,2023-05-21,2024-10-12,200,USD,expired
S0001000,C01000,Standard,2021-08-24,2022-06-20,50,USD,expired
S0001001,C01001,Standard,2024-01-21,,50,USD,active
S0001002,C01002,Standard,2022-04-06,,50,USD,active
S0001003,C01003,Enterprise,2024-08-19,,200,USD,active
S0001004,C01004,Pro,2021-11-02,,100,USD,active
S0001005,C01005,Pro,2022-06-29,,100,USD,active
S0001006,C01006,Standard,2021-10-19,,50,USD,active
S0001007,C01007,Enterprise,2021-05-27,,200,USD,active
S0001008,C01008,Pro,2021-05-03,,100,USD,active
S0001009,C01009,Pro,2021-12-06,2022-12-31,100,USD,expired
S0001010,C01010,Standard,2022-09-22,,50,USD,active
S0001011,C01011,Standard,2024-05-03,,50,USD,active
S0001012,C01012,Enterprise,2024-03-11,2024-12-06,200,USD,expired
S0001013,C01013,Standard,2022-08-15,2023-04-12,50,USD,expired
S0001014,C01014,Pro,2023-06-19,,100,USD,active
S0001015,C01015,Standard,2021-09-12,,50,USD,active
S0001016,C01016,Pro,2023-08-18,2024-06-13,100,USD,expired
S0001017,C01017,Enterprise,2024-11-11,,200,USD,active
S0001018,C01018,Pro,2022-09-15,,100,USD,active
S0001019,C01019,Pro,2024-12-04,,100,USD,active
S0001020,C01020,Enterprise,2023-04-05,,200,USD,active
S0001021,C01021,Standard,2022-07-12,,50,USD,active
S0001022,C01022,Pro,2023-10-22,,100,USD,active
S0001023,C01023,Pro,2024-01-11,2024-11-06,100,USD,expired
S0001024,C01024,Pro,2023-10-09,2025-01-01,100,USD,expired
S0001025,C01025,Enterprise,2023-06-16,2025-02-05,200,USD,expired
S0001026,C01026,Enterprise,2021-06-14,2022-08-08,200,USD,expired
S0001027,C01027,Enterprise,2024-05-09,2026-02-28,200,USD,expired
S0001028,C01028,Standard,2021-03-23,,50,USD,active
S0001029,C01029,Enterprise,2023-06-04,,200,USD,active
S0001030,C01030,Pro,2022-10-23,,100,USD,active
S0001031,C01031,Enterprise,2024-05-21,,200,USD,active
S0001032,C01032,Standard,2022-05-28,,50,USD,active
S0001033,C01033,Standard,2021-02-22,,50,USD,active
S0001034,C01034,Standard,2021-07-07,2022-11-29,50,USD,expired
S0001035,C01035,Pro,2022-04-14,,100,USD,active
S0001036,C01036,Enterprise,2024-10-12,,200,USD,active
S0001037,C01037,Standard,2024-03-24,,50,USD,active
S0001038,C01038,Standard,2024-04-17,,50,USD,active
S0001039,C01039,Pro,2021-02-12,2022-06-07,100,USD,expired
S0001040,C01040,Enterprise,2024-10-08,,200,USD,active
S0001041,C01041,Enterprise,2022-07-06,2024-01-27,200,USD,expired
S0001042,C01042,Enterprise,2024-03-26,2025-08-18,200,USD,expired
S0001043,C01043,Pro,2021-03-24,,100,USD,active
S0001044,C01044,Enterprise,2021-12-25,2022-06-23,200,USD,expired
S0001045,C01045,Standard,2023-08-22,,50,USD,active
S0001046,C01046,Standard,2023-11-29,2024-08-25,50,USD,expired
S0001047,C01047,Enterprise,2024-08-27,,200,USD,active
S0001048,C01048,Enterprise,2023-06-25,2024-11-16,200,USD,expired
S0001049,C01049,Standard,2022-07-24,,50,USD,active
S0001050,C01050,Standard,2022-01-07,2023-02-01,50,USD,expired
S0001051,C01051,Standard,2024-04-13,,50,USD,active
S0001052,C01052,Pro,2023-06-12,,100,USD,active
S0001053,C01053,Standard,2024-07-24,,50,USD,active
S0001054,C01054,Standard,2023-10-05,,50,USD,active
S0001055,C01055,Pro,2021-07-06,2022-06-01,100,USD,expired
S0001056,C01056,Standard,2023-08-21,2025-05-12,50,USD,expired
S0001057,C01057,Standard,2022-12-14,,50,USD,active
S0001058,C01058,Enterprise,2023-04-17,,200,USD,active
S0001059,C01059,Enterprise,2022-11-14,2023-05-13,200,USD,expired
S0001060,C01060,Pro,2022-10-20,,100,USD,active
S0001061,C01061,Standard,2024-10-04,,50,USD,active
S0001062,C01062,Standard,2021-08-03,,50,USD,active
S0001063,C01063,Standard,2021-11-26,,50,USD,active
S0001064,C01064,Enterprise,2022-11-07,,200,USD,active
S0001065,C01065,Enterprise,2023-04-24,,200,USD,active
S0001066,C01066,Standard,2024-11-21,,50,USD,active
S0001067,C01067,Enterprise,2023-10-12,,200,USD,active
S0001068,C01068,Enterprise,2022-08-14,,200,USD,active
S0001069,C01069,Enterprise,2024-09-18,,200,USD,active
S0001070,C01070,Enterprise,2023-04-01,2024-06-24,200,USD,expired
S0001071,C01071,Enterprise,2024-02-01,,184,USD,active
S0001072,C01072,Pro,2021-03-17,,100,USD,active
S0001073,C01073,Standard,2023-07-21,2024-07-15,50,USD,expired
S0001074,C01074,Pro,2021-06-30,,100,USD,active
S0001075,C01075,Standard,2022-10-07,,50,USD,active
S0001076,C01076,standard,2022-06-01,,50,USD,active
S0001077,C01077,Pro,2022-10-25,2024-08-15,100,USD,expired
S0001078,C01078,Pro,2021-08-26,2023-02-17,100,USD,expired
S0001079,C01079,Pro,2023-04-08,,100,USD,active
S0001080,C01080,Pro,2023-11-20,,100,USD,active
S0001081,C01081,Standard,2021-01-03,,50,USD,active
S0001082,C01082,Pro,2024-09-08,,100,USD,active
S0001083,C01083,Standard,2024-01-17,2024-09-13,50,USD,expired
S0001084,C01084,Pro,2023-08-05,2024-05-01,100,USD,expired
S0001085,C01085,Pro,2023-04-27,,100,USD,active
S0001086,C01086,Pro,2021-04-22,,100,USD,active
S0001087,C01087,Enterprise,2022-01-20,,200,USD,active
S0001088,C01088,Pro,2023-11-28,,100,USD,active
S0001089,C01089,Enterprise,2023-01-11,2024-09-02,200,USD,expired
S0001090,C01090,Standard,2024-06-29,,50,USD,active
S0001091,C01091,Pro,2023-10-18,2025-05-10,100,USD,expired
S0001092,C01092,Enterprise,2024-07-04,2025-03-01,200,USD,expired
S0001093,C01093,Enterprise,2023-06-25,2025-02-14,200,USD,expired
S0001094,C01094,Standard,2021-04-16,2023-01-06,50,USD,expired
S0001095,C01095,Enterprise,2022-02-21,2023-01-17,200,USD,expired
S0001096,C01096,Pro,2022-07-01,,100,USD,active
S0001097,C01097,Enterprise,2024-01-30,,200,USD,active
S0001098,C01098,Enterprise,2021-09-26,,200,USD,active
S0001099,C01099,Standard,2022-08-13,,50,USD,active
S0001100,C01100,Enterprise,2023-06-17,,200,USD,active
S0001101,C01101,Enterprise,2024-12-01,,200,USD,active
S0001102,C01102,Enterprise,2023-09-20,2025-05-12,200,USD,expired
S0001103,C01103,Enterprise,2021-09-06,2022-03-05,200,USD,expired
S0001104,C01104,Standard,2021-03-01,,50,USD,active
S0001105,C01105,Enterprise,2024-07-14,,200,USD,active
S0001106,C01106,Standard,2024-05-31,,50,USD,active
S0001107,C01107,Enterprise,2022-05-06,,200,USD,active
S0001108,C01108,Enterprise,2024-12-24,,200,USD,active
S0001109,C01109,Standard,2021-11-21,,50,USD,active
S0001110,C01110,Pro,2022-09-29,,100,USD,active
S0001111,C01111,Enterprise,2024-02-03,,200,USD,active
S0001112,C01112,Standard,2021-01-29,,50,USD,active
S0001113,C01113,Enterprise,2024-02-06,,200,USD,active
S0001114,C01114,Pro,2023-04-16,,100,USD,active
S0001115,C01115,Enterprise,2021-07-10,,200,USD,active
S0001116,C01116,Enterprise,2022-04-06,,200,USD,active
S0001117,C01117,Enterprise,2021-08-21,2022-07-17,200,USD,expired
S0001118,C01118,Pro,2023-08-04,2025-05-25,100,USD,expired
S0001119,C01119,Standard,2021-08-29,,50,USD,active
S0001120,C01120,Pro,2024-08-19,,100,USD,active
S0001121,C01121,standard,2021-11-12,,50,USD,active
S0001122,C01122,Enterprise,2023-10-18,,200,USD,active
S0001123,C01123,Standard,2022-08-21,,50,USD,active
S0001124,C01124,Enterprise,2023-11-09,2025-07-01,200,USD,expired
S0001125,C01125,Enterprise,2024-12-15,,200,USD,active
S0001126,C01126,Standard,2022-07-14,2024-04-04,50,USD,expired
S0001127,C01127,Pro,2023-05-01,,100,USD,active
S0001128,C01128,Enterprise,2023-09-16,2024-10-10,200,USD,expired
S0001129,C01129,Enterprise,2023-08-26,,200,USD,active
S0001130,C01130,Enterprise,2022-05-15,,200,USD,active
S0001131,C01131,Standard,2023-07-25,2025-05-15,50,USD,expired
S0001132,C01132,Enterprise,2024-02-03,,200,USD,active
S0001133,C01133,Standard,2021-10-24,,50,USD,active
S0001134,C01134,Standard,2023-02-25,,50,USD,active
S0001135,C01135,Pro,2022-01-26,,100,USD,active
S0001136,C01136,Enterprise,2024-05-12,,200,USD,active
S0001137,C01137,Standard,2023-11-07,2024-08-03,50,USD,expired
S0001138,C01138,Standard,2021-10-07,2023-04-30,50,USD,expired
S0001139,C01139,Pro,2021-05-23,2022-12-14,100,USD,expired
S0001140,C01140,Standard,2022-07-20,,50,USD,active
S0001141,C01141,Pro,2023-04-30,,100,USD,active
S0001142,C01142,Standard,2022-11-28,2024-10-18,50,USD,expired
S0001143,C01143,Pro,2023-11-06,,100,USD,active
S0001144,C01144,Standard,2022-07-02,,50,USD,active
S0001145,C01145,Pro,2021-01-06,,100,USD,active
S0001146,C01146,Enterprise,2022-08-03,,200,USD,active
S0001147,C01147,Enterprise,2022-09-04,,200,USD,active
S0001148,C01148,Standard,2024-04-17,,50,USD,active
S0001149,C01149,Pro,2024-04-02,,100,USD,active
S0001150,C01150,Standard,2024-09-13,,50,USD,active
S0001151,C01151,Pro,2023-09-30,,100,USD,active
S0001152,C01152,Standard,2021-11-01,,50,USD,active
S0001153,C01153,Standard,2023-07-04,,50,USD,active
S0001154,C01154,Enterprise,2024-01-09,2025-04-03,200,USD,expired
S0001155,C01155,Enterprise,2023-09-19,,200,USD,active
S0001156,C01156,Standard,2022-12-08,,50,USD,active
S0001157,C01157,Standard,2022-11-12,2023-06-10,50,USD,expired
S0001158,C01158,Standard,2024-02-05,,50,USD,active
S0001159,C01159,Pro,2024-01-18,2025-08-10,100,USD,expired
S0001160,C01160,Enterprise,2023-02-12,,200,USD,active
S0001161,C01161,Standard,2023-07-22,,50,USD,active
S0001162,C01162,Standard,2022-10-22,,50,USD,active
S0001163,C01163,Standard,2022-01-22,,50,USD,active
S0001164,C01164,Standard,2024-11-29,2026-05-23,50,USD,expired
S0001165,C01165,Standard,2022-05-05,,50,USD,active
S0001166,C01166,Enterprise,2024-03-17,2025-10-08,200,USD,expired
S0001167,C01167,Standard,2023-02-24,,50,USD,active
S0001168,C01168,Standard,2022-04-24,,50,USD,active
S0001169,C01169,Enterprise,2023-04-22,,200,USD,active
S0001170,C01170,Pro,2021-03-31,,100,USD,active
S0001171,C01171,Enterprise,2022-10-14,,200,USD,active
S0001172,C01172,Standard,2023-08-27,2025-05-18,50,USD,expired
S0001173,C01173,Enterprise,2024-12-15,2025-06-13,200,USD,expired
S0001174,C01174,Standard,2023-02-20,2024-04-15,50,USD,expired
S0001175,C01175,Pro,2023-03-02,,100,USD,active
S0001176,C01176,Pro,2024-09-21,,100,USD,active
S0001177,C01177,Pro,2024-08-28,,100,USD,active
S0001178,C01178,Standard,2021-11-08,,50,USD,active
S0001179,C01179,Standard,2023-10-12,,50,USD,active
S0001180,C01180,Standard,2021-03-17,,50,USD,active
S0001181,C01181,Enterprise,2021-09-16,,200,USD,active
S0001182,C01182,Standard,2023-10-26,,50,USD,active
S0001183,C01183,Enterprise,2024-04-23,2025-09-15,200,USD,expired
S0001184,C01184,Pro,2022-11-11,,100,USD,active
S0001185,C01185,Enterprise,2021-07-25,,200,USD,active
S0001186,C01186,Standard,2023-06-21,,50,USD,active
S0001187,C01187,Enterprise,2021-07-24,,200,USD,active
S0001188,C01188,Enterprise,2023-12-14,,200,USD,active
S0001189,C01189,Pro,2023-07-25,2025-04-15,100,USD,expired
S0001190,C01190,Pro,2021-02-01,,100,USD,active
S0001191,C01191,Standard,2021-10-23,,50,USD,active
S0001192,C01192,Pro,2023-04-20,2023-12-16,100,USD,expired
S0001193,C01193,Pro,2024-09-02,2026-08-23,100,USD,expired
S0001194,C01194,Enterprise,2021-11-13,,200,USD,active
S0001195,C01195,Pro,2021-06-03,,100,USD,active
S0001196,C01196,Pro,2023-08-20,2024-10-13,100,USD,expired
S0001197,C01197,Standard,2022-06-27,,50,USD,active
S0001198,C01198,Enterprise,2022-11-25,,200,USD,active
S0001199,C01199,Enterprise,2024-06-30,,200,USD,active
S0001200,C01200,Pro,2024-11-19,2025-07-17,100,USD,expired
S0001201,C01201,Enterprise,2023-03-26,2024-02-19,200,USD,expired
S0001202,C01202,Pro,2024-08-23,,100,USD,active
S0001203,C01203,Pro,2021-06-14,,100,USD,active
S0001204,C01204,Enterprise,2022-11-04,2023-08-01,200,USD,expired
S0001205,C01205,Standard,2024-10-13,,50,USD,active
S0001206,C01206,Pro,2023-12-29,,100,USD,active
S0001207,C01207,Enterprise,2023-02-18,,200,USD,active
S0001208,C01208,Enterprise,2022-10-11,2023-09-06,200,USD,expired
S0001209,C01209,Enterprise,2024-07-07,,200,USD,active
S0001210,C01210,Standard,2023-09-27,,50,USD,active
S0001211,C01211,Enterprise,2024-01-14,,200,USD,active
S0001212,C01212,Enterprise,2021-03-15,,200,USD,active
S0001213,C01213,Enterprise,2024-06-18,2025-09-11,200,USD,expired
S0001214,C01214,Enterprise,2021-05-21,,200,USD,active
S0001215,C01215,Pro,2022-04-26,,100,USD,active
S0001216,C01216,Enterprise,2024-07-16,,200,USD,active
S0001217,C01217,Pro,2024-11-02,,100,USD,active
S0001218,C01218,Pro,2022-08-12,,100,USD,active
S0001219,C01219,Enterprise,2022-04-11,,200,USD,active
S0001220,C01220,Pro,2021-07-05,,100,USD,active
S0001221,C01221,Standard,2023-06-08,,50,USD,active
S0001222,C01222,Standard,2021-07-21,,50,USD,active
S0001223,C01223,Enterprise,2024-07-21,,200,USD,active
S0001224,C01224,Standard,2024-12-12,2026-08-04,50,USD,expired
S0001225,C01225,Pro,2021-07-25,,100,USD,active
S0001226,C01226,Pro,2023-06-28,,100,USD,active
S0001227,C01227,Enterprise,2021-12-07,2023-01-01,200,USD,expired
S0001228,C01228,Pro,2024-11-22,2026-07-15,100,USD,expired
S0001229,C01229,Enterprise,2022-09-06,2023-05-04,200,USD,expired
S0001230,C01230,Pro,2021-03-01,,100,USD,active
S0001231,C01231,Standard,2021-04-05,,50,USD,active
S0001232,C01232,Enterprise,2022-10-27,,200,USD,active
S0001233,C01233,Standard,2021-04-25,,50,USD,active
S0001234,C01234,Pro,2022-08-24,,100,USD,active
S0001235,C01235,Pro,2023-01-05,,100,USD,active
S0001236,C01236,standard,2023-02-07,,50,USD,active
S0001237,C01237,Enterprise,2023-06-02,,200,USD,active
S0001238,C01238,Enterprise,2021-10-26,,200,USD,active
S0001239,C01239,Standard,2022-05-16,2023-07-10,50,USD,expired
S0001240,C01240,Standard,2023-12-24,,50,USD,active
S0001241,C01241,Pro,2023-04-24,2025-01-13,100,USD,expired
S0001242,C01242,Standard,2024-03-05,,50,USD,active
S0001243,C01243,Pro,2024-10-28,,100,USD,active
S0001244,C01244,Pro,2022-01-04,2023-09-26,100,USD,expired
S0001245,C01245,Pro,2021-12-15,,100,USD,active
S0001246,C01246,Standard,2021-12-25,2023-07-18,50,USD,expired
S0001247,C01247,Pro,2021-06-11,2022-03-08,100,USD,expired
S0001248,C01248,Pro,2024-06-02,2025-11-24,100,USD,expired
S0001249,C01249,Standard,2023-02-23,,50,USD,active
S0001250,C01250,Enterprise,2024-06-23,,200,USD,active
S0001251,C01251,Standard,2024-10-31,2026-07-23,50,USD,expired
S0001252,C01252,Enterprise,2022-05-09,2023-03-05,200,USD,expired
S0001253,C01253,standard,2023-10-17,,50,USD,active
S0001254,C01254,Pro,2024-04-09,,100,USD,active
S0001255,C01255,Standard,2021-10-21,2022-07-18,50,USD,expired
S0001256,C01256,Standard,2022-04-21,,50,USD,active
S0001257,C01257,Standard,2023-08-03,,50,USD,active
S0001258,C01258,Pro,2024-07-30,,100,USD,active
S0001259,C01259,Enterprise,2022-06-05,,200,USD,active
S0001260,C01260,Standard,2023-07-31,,50,USD,active
S0001261,C01261,Enterprise,2022-06-07,2022-12-04,200,USD,expired
S0001262,C01262,Standard,2024-09-27,,50,USD,active
S0001263,C01263,Standard,2021-01-20,2022-05-15,50,USD,expired
S0001264,C01264,Enterprise,2023-08-11,,200,USD,active
S0001265,C01265,Enterprise,2022-08-13,,200,USD,active
S0001266,C01266,Enterprise,2024-10-19,2026-09-09,200,USD,expired
S0001267,C01267,Enterprise,2024-01-25,2025-10-16,200,USD,expired
S0001268,C01268,Pro,2021-11-20,2022-09-16,100,USD,expired
S0001269,C01269,Pro,2021-06-01,,100,USD,active
S0001270,C01270,Enterprise,2023-06-24,2025-04-14,200,USD,expired
S0001271,C01271,Pro,2022-12-09,,100,USD,active
S0001272,C01272,Enterprise,2024-04-18,,200,USD,active
S0001273,C01273,Pro,2022-09-05,,100,USD,active
S0001274,C01274,Enterprise,2024-08-01,,200,USD,active
S0001275,C01275,Enterprise,2023-05-19,2025-02-07,200,USD,expired
S0001276,C01276,Standard,2024-11-14,2026-03-09,50,USD,expired
S0001277,C01277,Enterprise,2022-05-28,2023-03-24,200,USD,expired
S0001278,C01278,Standard,2023-07-25,2024-06-19,50,USD,expired
S0001279,C01279,Pro,2022-09-11,,100,USD,active
S0001280,C01280,Pro,2022-02-12,,100,USD,active
S0001281,C01281,Standard,2023-02-27,,50,USD,active
S0001282,C01282,Enterprise,2023-09-17,,200,USD,active
S0001283,C01283,Enterprise,2021-08-07,,200,USD,active
S0001284,C01284,standard,2022-05-01,2024-01-21,50,USD,expired
S0001285,C01285,Enterprise,2023-02-21,,200,USD,active
S0001286,C01286,Enterprise,2024-03-17,2025-04-11,200,USD,expired
S0001287,C01287,Enterprise,2023-01-06,2023-07-05,200,USD,expired
S0001288,C01288,Pro,2024-03-23,,100,USD,active
S0001289,C01289,Enterprise,2022-08-29,2024-01-21,200,USD,expired
S0001290,C01290,Pro,2024-12-03,2025-12-28,100,USD,expired
S0001291,C01291,Pro,2022-08-28,,100,USD,active
S0001292,C01292,Pro,2021-02-14,,100,USD,active
S0001293,C01293,Enterprise,2024-09-10,,200,USD,active
S0001294,C01294,Standard,2023-03-22,2025-03-11,50,USD,expired
S0001295,C01295,Pro,2022-07-17,,100,USD,active
S0001296,C01296,Pro,2021-01-17,,100,USD,active
S0001297,C01297,Standard,2024-03-05,,50,USD,active
S0001298,C01298,Enterprise,2024-11-05,2025-11-30,200,USD,expired
S0001299,C01299,Pro,2021-04-11,2022-12-02,100,USD,expired
S0001300,C01300,Standard,2024-05-26,,50,USD,active
S0001301,C01301,Enterprise,2023-10-15,2025-03-08,200,USD,expired
S0001302,C01302,Enterprise,2022-08-10,,200,USD,active
S0001303,C01303,Pro,2022-04-17,,100,USD,active
S0001304,C01304,Standard,2024-05-28,,50,USD,active
S0001305,C01305,Enterprise,2022-12-23,2024-10-13,200,USD,expired
S0001306,C01306,Enterprise,2022-03-25,,200,USD,active
S0001307,C01307,Enterprise,2024-07-27,,200,USD,active
S0001308,C01308,Standard,2022-01-25,,50,USD,active
S0001309,C01309,Pro,2024-06-25,,100,USD,active
S0001310,C01310,Enterprise,2022-05-29,,200,USD,active
S0001311,C01311,Enterprise,2024-10-20,2026-04-13,200,USD,expired
S0001312,C01312,Pro,2024-09-12,,100,USD,active
S0001313,C01313,Enterprise,2024-10-26,,200,USD,active
S0001314,C01314,Enterprise,2021-10-08,,200,USD,active
S0001315,C01315,Standard,2024-07-10,,50,USD,active
S0001316,C01316,Enterprise,2021-07-18,,200,USD,active
S0001317,C01317,Enterprise,2024-07-09,2025-10-02,200,USD,expired
S0001318,C01318,Enterprise,2024-08-16,2025-04-13,200,USD,expired
S0001319,C01319,Enterprise,2021-03-22,,200,USD,active
S0001320,C01320,Enterprise,2022-09-25,,200,USD,active
S0001321,C01321,standard,2023-06-22,,50,USD,active
S0001322,C01322,Standard,2021-03-10,2021-12-05,50,USD,expired
S0001323,C01323,Standard,2024-04-01,,50,USD,active
S0001324,C01324,Standard,2023-01-18,,50,USD,active
S0001325,C01325,Standard,2021-09-27,,50,USD,active
S0001326,C01326,Enterprise,2021-07-04,,200,USD,active
S0001327,C01327,Standard,2022-08-28,2024-02-19,50,USD,expired
S0001328,C01328,Enterprise,2022-11-01,2023-05-30,200,USD,expired
S0001329,C01329,Pro,2023-05-01,,100,USD,active
S0001330,C01330,Pro,2021-12-26,2023-06-19,100,USD,expired
S0001331,C01331,Enterprise,2022-02-16,,200,USD,active
S0001332,C01332,Enterprise,2021-09-28,2022-04-26,200,USD,expired
S0001333,C01333,Enterprise,2024-01-10,,200,USD,active
S0001334,C01334,Standard,2023-01-20,,50,USD,active
S0001335,C01335,Pro,2023-12-24,,100,USD,active
S0001336,C01336,standard,2023-10-25,,50,USD,active
S0001337,C01337,Enterprise,2022-07-13,,200,USD,active
S0001338,C01338,Standard,2021-12-03,,50,USD,active
S0001339,C01339,Pro,2022-06-11,,100,USD,active
S0001340,C01340,Standard,2023-09-14,2024-07-10,50,USD,expired
S0001341,C01341,Pro,2022-08-28,,100,USD,active
S0001342,C01342,Pro,2022-11-25,2023-10-21,100,USD,expired
S0001343,C01343,Pro,2021-08-24,2023-03-17,100,USD,expired
S0001344,C01344,Enterprise,2023-08-18,,200,USD,active
S0001345,C01345,Enterprise,2021-06-04,,200,USD,active
S0001346,C01346,Standard,2021-10-16,,50,USD,active
S0001347,C01347,Standard,2022-04-08,,46,USD,active
S0001348,C01348,Standard,2024-10-17,,50,USD,active
S0001349,C01349,Pro,2024-10-13,,100,USD,active
S0001350,C01350,Enterprise,2023-03-25,2024-06-17,200,USD,expired
S0001351,C01351,standard,2024-02-16,,50,USD,active
S0001352,C01352,Standard,2023-01-20,,50,USD,active
S0001353,C01353,Pro,2021-07-04,2022-03-31,100,USD,expired
S0001354,C01354,Standard,2023-03-20,,50,USD,active
S0001355,C01355,Pro,2021-01-29,,100,USD,active
S0001356,C01356,Standard,2022-06-26,,50,USD,active
S0001357,C01357,Pro,2024-01-04,2025-12-24,100,USD,expired
S0001358,C01358,Standard,2021-09-11,,50,USD,active
