event_id,client_id,event_ts,event_type
E00008657,C01154,2024-02-24,create_invoice
E00008658,C01154,2025-01-23,approve_request
E00008659,C01154,2024-04-15,create_invoice
E00008660,C01154,2025-01-18,create_invoice
E00008661,C01154,2025-03-09,approve_request
E00008662,C01154,2025-04-22,cancel_request
E00008663,C01154,2024-02-10,create_invoice
E00008664,C01154,2025-04-16,create_invoice
E00008665,C01154,2025-04-15,approve_request
E00008666,C01155,2024-02-01,create_invoice
E00008667,C01155,2025-03-07,login
E00008668,C01155,2024-07-25,cancel_request
E00008669,C01155,2023-11-20,create_invoice
E00008670,C01155,2024-04-18,approve_request
E00008671,C01155,2024-05-09,login
E00008672,C01155,2024-05-25,approve_request
E00008673,C01155,2025-05-10,create_invoice
E00008674,C01156,2025-01-25,cancel_request
E00008675,C01156,2024-07-25,cancel_request
E00008676,C01156,2024-04-09,cancel_request
E00008677,C01156,2024-03-27,add_user
E00008678,C01156,2023-03-18,approve_request
E00008679,C01157,2024-05-14,login
E00008680,C01157,2025-05-02,approve_request
E00008681,C01157,2025-01-20,create_invoice
E00008682,C01157,2023-01-03,add_user
E00008683,C01157,2023-10-04,create_invoice
E00008684,C01157,2025-01-28,approve_request
E00008685,C01157,2024-08-22,create_invoice
E00008686,C01158,2024-03-13,login
E00008687,C01158,2024-05-15,add_user
E00008688,C01158,2024-10-06,login
E00008689,C01158,2024-04-04,add_user
E00008690,C01158,2024-09-18,add_user
E00008691,C01158,2024-03-18,create_invoice
E00008692,C01158,2024-10-05,login
E00008693,C01158,2024-05-16,add_user
E00008694,C01158,2024-03-27,add_user
E00008695,C01158,2024-11-08,create_invoice
E00008696,C01159,2024-11-14,approve_request
E00008697,C01159,2024-05-07,approve_request
E00008698,C01159,2024-11-19,cancel_request
E00008699,C01159,2024-09-23,cancel_request
E00008700,C01159,2024-06-19,add_user
E00008701,C01159,2024-11-04,approve_request
E00008702,C01159,2024-01-22,add_user
E00008703,C01159,2024-11-10,login
E00008704,C01159,2024-08-25,approve_request
E00008705,C01159,2025-04-02,approve_request
E00008706,C01160,2023-06-06,cancel_request
E00008707,C01160,2025-02-18,create_invoice
E00008708,C01160,2024-05-10,create_invoice
E00008709,C01160,2025-04-18,cancel_request
E00008710,C01160,2024-12-01,cancel_request
E00008711,C01160,2023-08-30,cancel_request
E00008712,C01161,2025-03-16,create_invoice
E00008713,C01161,2025-05-02,add_user
E00008714,C01161,2025-04-11,cancel_request
E00008715,C01161,2024-10-31,add_user
E00008716,C01161,2023-07-22,add_user
E00008717,C01161,2024-04-04,login
E00008718,C01161,2024-09-10,create_invoice
E00008719,C01161,2025-03-28,add_user
E00008720,C01161,2024-04-24,create_invoice
E00008721,C01161,2024-12-07,create_invoice
E00008722,C01162,2024-07-29,create_invoice
E00008723,C01162,2023-04-20,add_user
E00008724,C01162,2023-09-23,approve_request
E00008725,C01162,2024-03-24,add_user
E00008726,C01162,2024-02-28,add_user
E00008727,C01163,2024-12-10,add_user
E00008728,C01163,2023-08-26,approve_request
E00008729,C01163,2023-09-27,create_invoice
E00008730,C01163,2023-07-17,cancel_request
E00008731,C01163,2025-01-15,add_user
E00008732,C01163,2023-06-15,add_user
E00008733,C01163,2023-12-21,login
E00008734,C01164,2025-02-07,cancel_request
E00008735,C01164,2025-05-21,approve_request
E00008736,C01164,2025-04-21,cancel_request
E00008737,C01164,2025-04-06,login
E00008738,C01164,2025-02-16,approve_request
E00008739,C01164,2025-05-08,cancel_request
E00008740,C01164,2025-03-21,approve_request
E00008741,C01164,2024-12-27,cancel_request
E00008742,C01164,2025-01-14,cancel_request
E00008743,C01165,2025-01-27,cancel_request
E00008744,C01165,2022-05-18,add_user
E00008745,C01165,2024-02-17,cancel_request
E00008746,C01165,2025-03-13,add_user
E00008747,C01165,2024-12-23,create_invoice
E00008748,C01165,2025-02-13,login
E00008749,C01165,2023-04-04,approve_request
E00008750,C01165,2023-05-06,approve_request
E00008751,C01165,2022-09-16,create_invoice
E00008752,C01165,2024-10-05,cancel_request
E00008753,C01166,2025-02-24,create_invoice
E00008754,C01166,2024-08-19,create_invoice
E00008755,C01166,2024-05-04,approve_request
E00008756,C01166,2024-10-29,add_user
E00008757,C01166,2024-09-08,add_user
E00008758,C01167,2024-12-08,cancel_request
E00008759,C01167,2025-01-27,create_invoice
E00008760,C01167,2024-08-28,cancel_request
E00008761,C01167,2023-08-30,add_user
E00008762,C01167,2023-09-10,login
E00008763,C01167,2025-05-01,approve_request
E00008764,C01167,2023-06-15,add_user
E00008765,C01167,2025-04-15,cancel_request
E00008766,C01167,2023-10-19,approve_request
E00008767,C01168,2023-07-04,approve_request
E00008768,C01168,2024-01-13,create_invoice
E00008769,C01168,2025-02-14,cancel_request
E00008770,C01168,2024-01-09,create_invoice
E00008771,C01168,2024-02-08,approve_request
E00008772,C01168,2025-04-14,create_invoice
E00008773,C01168,2024-12-15,cancel_request
E00008774,C01168,2022-11-20,add_user
E00008775,C01168,2023-12-29,login
E00008776,C01168,2023-06-28,add_user
E00008777,C01169,2024-11-26,add_user
E00008778,C01169,2025-03-10,create_invoice
E00008779,C01169,2023-09-27,cancel_request
E00008780,C01169,2024-03-18,add_user
E00008781,C01169,2023-09-29,add_user
E00008782,C01169,2023-11-04,cancel_request
E00008783,C01170,2023-06-20,login
E00008784,C01170,2022-03-17,add_user
E00008785,C01170,2022-02-17,approve_request
E00008786,C01170,2024-08-31,create_invoice
E00008787,C01170,2024-12-16,create_invoice
E00008788,C01170,2022-02-15,add_user
E00008789,C01170,2023-01-26,cancel_request
E00008790,C01171,2024-03-25,add_user
E00008791,C01171,2024-02-11,cancel_request
E00008792,C01171,2024-08-13,approve_request
E00008793,C01171,2024-06-14,cancel_request
E00008794,C01171,2024-12-29,add_user
E00008795,C01171,2023-12-14,login
E00008796,C01171,2024-12-20,cancel_request
E00008797,C01171,2024-10-26,approve_request
E00008798,C01172,2024-05-28,cancel_request
E00008799,C01172,2024-04-17,create_invoice
E00008800,C01172,2024-05-22,create_invoice
E00008801,C01172,2024-12-22,add_user
E00008802,C01172,2024-07-02,add_user
E00008803,C01172,2024-09-09,cancel_request
E00008804,C01172,2024-01-22,login
E00008805,C01172,2024-07-05,add_user
E00008806,C01172,2024-08-02,cancel_request
E00008807,C01173,2025-03-15,cancel_request
E00008808,C01173,2025-03-05,cancel_request
E00008809,C01173,2025-04-09,cancel_request
E00008810,C01173,2025-03-03,create_invoice
E00008811,C01173,2025-04-02,approve_request
E00008812,C01173,2025-05-08,approve_request
E00008813,C01173,2025-03-25,cancel_request
E00008814,C01173,2025-03-31,add_user
E00008815,C01173,2024-12-16,login
E00008816,C01174,2025-04-10,login
E00008817,C01174,2024-04-08,create_invoice
E00008818,C01174,2023-04-17,approve_request
E00008819,C01174,2024-04-13,create_invoice
E00008820,C01174,2024-02-17,add_user
E00008821,C01174,2024-12-12,add_user
E00008822,C01174,2025-05-24,cancel_request
E00008823,C01174,2023-07-13,add_user
E00008824,C01174,2024-06-01,add_user
E00008825,C01175,2025-04-25,create_invoice
E00008826,C01175,2023-12-07,login
E00008827,C01175,2023-03-21,approve_request
E00008828,C01175,2025-02-20,add_user
E00008829,C01175,2023-09-25,add_user
E00008830,C01175,2023-10-01,create_invoice
E00008831,C01175,2025-01-07,approve_request
E00008832,C01175,2025-03-04,create_invoice
E00008833,C01175,2023-11-19,login
E00008834,C01175,2023-12-28,create_invoice
E00008835,C01176,2025-04-22,approve_request
E00008836,C01176,2024-12-25,add_user
E00008837,C01176,2024-09-27,login
E00008838,C01176,2024-12-12,cancel_request
E00008839,C01176,2025-01-08,add_user
E00008840,C01176,2025-04-11,create_invoice
E00008841,C01177,2025-03-11,approve_request
E00008842,C01177,2025-02-10,approve_request
E00008843,C01177,2024-12-08,approve_request
E00008844,C01177,2024-12-16,cancel_request
E00008845,C01177,2025-05-12,cancel_request
E00008846,C01177,2025-04-10,add_user
E00008847,C01177,2025-01-15,cancel_request
E00008848,C01178,2022-06-14,approve_request
E00008849,C01178,2022-04-09,add_user
E00008850,C01178,2023-03-20,add_user
E00008851,C01178,2022-10-02,login
E00008852,C01178,2023-09-05,cancel_request
E00008853,C01178,2024-07-17,create_invoice
E00008854,C01178,2025-03-06,create_invoice
E00008855,C01178,2024-06-27,login
E00008856,C01178,2022-02-10,approve_request
E00008857,C01178,2024-01-15,login
E00008858,C01179,2025-02-21,cancel_request
E00008859,C01179,2024-06-23,cancel_request
E00008860,C01179,2024-07-24,add_user
E00008861,C01179,2024-10-30,add_user
E00008862,C01179,2023-12-11,add_user
E00008863,C01179,2024-01-23,add_user
E00008864,C01180,2021-07-09,add_user
E00008865,C01180,2024-10-16,add_user
E00008866,C01180,2023-02-16,add_user
E00008867,C01180,2022-10-03,approve_request
E00008868,C01180,2024-03-22,add_user
E00008869,C01180,2023-04-12,login
E00008870,C01180,2023-08-31,add_user
E00008871,C01181,2023-04-21,create_invoice
E00008872,C01181,2022-05-01,add_user
E00008873,C01181,2024-05-09,approve_request
E00008874,C01181,2022-06-18,cancel_request
E00008875,C01181,2022-02-14,add_user
E00008876,C01181,2023-07-12,add_user
E00008877,C01181,2024-01-11,add_user
E00008878,C01181,2022-07-23,create_invoice
E00008879,C01182,2024-03-28,create_invoice
E00008880,C01182,2024-08-27,create_invoice
E00008881,C01182,2024-05-17,create_invoice
E00008882,C01182,2025-05-23,approve_request
E00008883,C01182,2024-01-24,cancel_request
E00008884,C01182,2025-01-16,approve_request
E00008885,C01182,2024-07-03,approve_request
E00008886,C01182,2024-09-25,cancel_request
E00008887,C01182,2025-05-07,approve_request
E00008888,C01183,2025-05-18,add_user
E00008889,C01183,2025-03-27,create_invoice
E00008890,C01183,2024-09-03,approve_request
E00008891,C01183,2025-02-02,cancel_request
E00008892,C01183,2025-01-19,login
E00008893,C01183,2024-09-19,approve_request
E00008894,C01183,2025-04-11,approve_request
E00008895,C01183,2024-05-04,cancel_request
E00008896,C01183,2024-07-03,login
E00008897,C01184,2025-01-09,add_user
E00008898,C01184,2025-01-07,approve_request
E00008899,C01184,2023-01-19,create_invoice
E00008900,C01184,2025-04-20,approve_request
E00008901,C01184,2025-01-23,create_invoice
E00008902,C01185,2023-04-28,cancel_request
E00008903,C01185,2023-08-03,approve_request
E00008904,C01185,2024-01-24,cancel_request
E00008905,C01185,2022-10-07,add_user
E00008906,C01185,2022-08-06,create_invoice
E00008907,C01185,2023-05-13,login
E00008908,C01185,2024-03-10,create_invoice
E00008909,C01186,2024-02-09,create_invoice
E00008910,C01186,2024-10-04,cancel_request
E00008911,C01186,2024-06-25,approve_request
E00008912,C01186,2024-05-27,login
E00008913,C01186,2024-01-10,cancel_request
E00008914,C01186,2025-05-14,approve_request
E00008915,C01186,2024-03-12,login
E00008916,C01186,2024-03-08,add_user
E00008917,C01187,2024-12-11,login
E00008918,C01187,2021-09-09,add_user
E00008919,C01187,2022-05-07,approve_request
E00008920,C01187,2022-03-25,login
E00008921,C01187,2025-02-28,add_user
E00008922,C01187,2023-11-12,approve_request
E00008923,C01187,2023-12-16,cancel_request
E00008924,C01188,2025-01-22,add_user
E00008925,C01188,2025-04-25,cancel_request
E00008926,C01188,2024-02-01,approve_request
E00008927,C01188,2024-02-13,login
E00008928,C01188,2025-05-21,create_invoice
E00008929,C01188,2024-12-30,approve_request
E00008930,C01188,2023-12-30,add_user
E00008931,C01189,2025-02-23,cancel_request
E00008932,C01189,2024-10-14,create_invoice
E00008933,C01189,2023-08-26,cancel_request
E00008934,C01189,2024-12-22,approve_request
E00008935,C01189,2024-06-23,login
E00008936,C01189,2025-01-26,create_invoice
E00008937,C01189,2024-12-09,login
E00008938,C01190,2022-09-02,create_invoice
E00008939,C01190,2024-04-23,create_invoice
E00008940,C01190,2022-12-16,login
E00008941,C01190,2024-08-23,add_user
E00008942,C01190,2021-06-18,add_user
E00008943,C01191,2022-03-26,login
E00008944,C01191,2024-12-23,login
E00008945,C01191,2022-04-29,approve_request
E00008946,C01191,2024-12-09,login
E00008947,C01191,2022-06-10,add_user
E00008948,C01191,2024-10-16,approve_request
E00008949,C01191,2022-09-12,add_user
E00008950,C01192,2024-09-26,cancel_request
E00008951,C01192,2023-07-18,create_invoice
E00008952,C01192,2024-11-27,cancel_request
E00008953,C01192,2024-08-11,create_invoice
E00008954,C01192,2025-01-03,add_user
E00008955,C01192,2025-02-13,add_user
E00008956,C01192,2023-11-01,cancel_request
E00008957,C01192,2025-05-28,create_invoice
E00008958,C01192,2023-07-03,create_invoice
E00008959,C01192,2025-03-20,approve_request
E00008960,C01193,2025-04-10,approve_request
E00008961,C01193,2025-01-21,add_user
E00008962,C01193,2025-04-28,cancel_request
E00008963,C01193,2025-04-21,create_invoice
E00008964,C01193,2024-11-18,approve_request
E00008965,C01194,2023-09-20,cancel_request
E00008966,C01194,2022-04-11,login
E00008967,C01194,2022-11-20,create_invoice
E00008968,C01194,2025-02-03,cancel_request
E00008969,C01194,2023-10-09,create_invoice
E00008970,C01194,2024-05-30,approve_request
E00008971,C01194,2024-10-28,cancel_request
E00008972,C01194,2024-04-16,cancel_request
E00008973,C01194,2021-12-26,approve_request
E00008974,C01195,2023-09-03,create_invoice
E00008975,C01195,2024-08-23,cancel_request
E00008976,C01195,2023-01-25,approve_request
E00008977,C01195,2021-06-16,add_user
E00008978,C01195,2024-12-01,create_invoice
E00008979,C01195,2023-08-10,add_user
E00008980,C01195,2021-07-11,cancel_request
E00008981,C01196,2023-08-28,add_user
E00008982,C01196,2024-04-06,create_invoice
E00008983,C01196,2024-07-15,cancel_request
E00008984,C01196,2024-10-30,add_user
E00008985,C01196,2024-01-21,create_invoice
E00008986,C01196,2024-05-11,add_user
E00008987,C01196,2024-04-04,create_invoice
E00008988,C01196,2025-04-09,cancel_request
E00008989,C01197,2024-04-25,approve_request
E00008990,C01197,2025-01-19,create_invoice
E00008991,C01197,2023-08-11,create_invoice
E00008992,C01197,2024-06-22,add_user
E00008993,C01197,2023-05-05,cancel_request
E00008994,C01197,2023-07-18,login
E00008995,C01197,2023-04-26,login
E00008996,C01197,2023-08-23,approve_request
E00008997,C01197,2024-03-19,cancel_request
E00008998,C01197,2023-07-03,create_invoice
E00008999,C01198,2023-03-08,approve_request
E00009000,C01198,2022-12-21,cancel_request
E00009001,C01198,2024-05-24,approve_request
E00009002,C01198,2024-08-02,login
E00009003,C01198,2025-04-07,add_user
E00009004,C01199,2024-07-20,cancel_request
E00009005,C01199,2024-09-03,approve_request
E00009006,C01199,2025-04-02,create_invoice
E00009007,C01199,2024-12-25,login
E00009008,C01199,2024-08-04,add_user
E00009009,C01199,2024-12-14,add_user
E00009010,C01199,2024-12-08,approve_request
E00009011,C01199,2024-10-25,add_user
E00009012,C01200,2025-05-06,login
E00009013,C01200,2025-01-11,approve_request
E00009014,C01200,2025-01-09,add_user
E00009015,C01200,2025-02-04,approve_request
E00009016,C01200,2024-12-30,add_user
E00009017,C01200,2025-03-07,cancel_request
E00009018,C01201,2023-12-28,add_user
E00009019,C01201,2023-11-19,add_user
E00009020,C01201,2023-11-03,cancel_request
E00009021,C01201,2025-05-24,create_invoice
E00009022,C01201,2024-03-23,add_user
E00009023,C01201,2023-04-22,create_invoice
E00009024,C01201,2023-08-13,login
E00009025,C01201,2024-06-18,approve_request
E00009026,C01202,2024-10-25,login
E00009027,C01202,2025-03-03,approve_request
E00009028,C01202,2024-09-05,add_user
E00009029,C01202,2025-04-07,add_user
E00009030,C01202,2024-12-07,add_user
E00009031,C01202,2025-03-05,cancel_request
E00009032,C01202,2024-09-17,cancel_request
E00009033,C01203,2023-12-16,cancel_request
E00009034,C01203,2023-11-29,login
E00009035,C01203,2023-09-09,login
E00009036,C01203,2022-07-25,add_user
E00009037,C01203,2022-08-09,approve_request
E00009038,C01203,2023-08-02,cancel_request
E00009039,C01203,2024-10-04,approve_request
E00009040,C01203,2022-02-24,login
E00009041,C01203,2021-12-21,cancel_request
E00009042,C01204,2023-05-02,login
E00009043,C01204,2024-04-05,create_invoice
E00009044,C01204,2025-05-27,login
E00009045,C01204,2024-06-18,add_user
E00009046,C01204,2024-11-14,login
E00009047,C01205,2025-02-22,add_user
E00009048,C01205,2024-11-13,login
E00009049,C01205,2024-11-23,add_user
E00009050,C01205,2025-04-24,login
E00009051,C01205,2024-12-05,add_user
E00009052,C01205,2024-11-12,approve_request
E00009053,C01205,2025-02-15,create_invoice
E00009054,C01205,2025-04-20,add_user
E00009055,C01205,2025-03-16,cancel_request
E00009056,C01206,2024-12-29,create_invoice
E00009057,C01206,2024-11-17,login
E00009058,C01206,2025-02-26,add_user
E00009059,C01206,2024-07-11,create_invoice
E00009060,C01206,2024-07-31,cancel_request
E00009061,C01206,2024-03-30,cancel_request
E00009062,C01206,2024-12-31,cancel_request
E00009063,C01207,2024-06-21,approve_request
E00009064,C01207,2023-11-06,add_user
E00009065,C01207,2024-07-22,create_invoice
E00009066,C01207,2023-06-12,add_user
E00009067,C01207,2024-05-30,create_invoice
E00009068,C01208,2022-10-27,add_user
E00009069,C01208,2022-10-18,login
E00009070,C01208,2023-11-04,login
E00009071,C01208,2025-01-10,add_user
E00009072,C01208,2023-12-15,add_user
E00009073,C01209,2025-01-27,cancel_request
E00009074,C01209,2024-08-27,login
E00009075,C01209,2025-01-04,approve_request
E00009076,C01209,2025-01-07,create_invoice
E00009077,C01209,2024-12-12,create_invoice
E00009078,C01209,2024-08-09,cancel_request
E00009079,C01209,2025-02-14,cancel_request
E00009080,C01210,2024-07-30,create_invoice
E00009081,C01210,2024-05-18,create_invoice
E00009082,C01210,2023-12-22,approve_request
E00009083,C01210,2024-10-30,login
E00009084,C01210,2025-01-21,login
E00009085,C01211,2024-01-22,cancel_request
E00009086,C01211,2025-05-15,login
E00009087,C01211,2025-05-21,approve_request
E00009088,C01211,2024-06-02,login
E00009089,C01211,2025-01-21,add_user
E00009090,C01211,2024-12-10,add_user
E00009091,C01211,2025-04-17,approve_request
E00009092,C01211,2024-06-27,cancel_request
E00009093,C01211,2024-02-06,create_invoice
E00009094,C01211,2024-03-26,login
E00009095,C01212,2022-08-06,cancel_request
E00009096,C01212,2022-03-13,cancel_request
E00009097,C01212,2024-05-14,login
E00009098,C01212,2021-04-02,create_invoice
E00009099,C01212,2021-12-02,login
E00009100,C01212,2024-02-10,create_invoice
E00009101,C01212,2022-01-27,approve_request
E00009102,C01212,2021-12-27,create_invoice
E00009103,C01212,2025-02-05,cancel_request
E00009104,C01212,2023-11-02,approve_request
E00009105,C01213,2024-07-07,add_user
E00009106,C01213,2024-07-19,approve_request
E00009107,C01213,2025-04-19,create_invoice
E00009108,C01213,2024-10-03,approve_request
E00009109,C01213,2025-05-22,approve_request
E00009110,C01213,2024-11-15,add_user
E00009111,C01213,2024-12-25,create_invoice
E00009112,C01213,2025-04-30,cancel_request
E00009113,C01213,2025-01-16,approve_request
E00009114,C01213,2024-09-06,login
E00009115,C01214,2023-09-26,approve_request
E00009116,C01214,2022-05-09,cancel_request
E00009117,C01214,2022-05-13,login
E00009118,C01214,2024-04-17,cancel_request
E00009119,C01214,2022-03-27,cancel_request
E00009120,C01214,2025-02-18,login
E00009121,C01214,2022-05-27,login
E00009122,C01214,2023-06-07,login
E00009123,C01214,2021-12-31,add_user
E00009124,C01215,2023-03-24,login
E00009125,C01215,2022-06-26,cancel_request
E00009126,C01215,2025-02-07,login
E00009127,C01215,2023-06-17,approve_request
E00009128,C01215,2024-01-12,login
E00009129,C01215,2024-07-30,login
E00009130,C01215,2024-05-29,create_invoice
E00009131,C01215,2023-10-21,cancel_request
E00009132,C01215,2024-02-12,cancel_request
E00009133,C01215,2022-06-23,approve_request
E00009134,C01216,2024-07-29,create_invoice
E00009135,C01216,2025-01-01,approve_request
E00009136,C01216,2024-07-30,approve_request
E00009137,C01216,2025-03-13,cancel_request
E00009138,C01216,2024-08-02,create_invoice
E00009139,C01216,2024-09-27,cancel_request
E00009140,C01216,2025-02-09,add_user
E00009141,C01216,2024-08-08,cancel_request
E00009142,C01217,2025-03-20,cancel_request
E00009143,C01217,2025-02-06,login
E00009144,C01217,2025-05-16,approve_request
E00009145,C01217,2025-04-04,add_user
E00009146,C01217,2025-05-05,login
E00009147,C01218,2024-01-31,cancel_request
E00009148,C01218,2023-02-01,cancel_request
E00009149,C01218,2023-01-20,approve_request
E00009150,C01218,2022-11-22,cancel_request
E00009151,C01218,2022-08-27,login
E00009152,C01218,2023-08-04,approve_request
E00009153,C01218,2025-02-15,add_user
E00009154,C01218,2023-03-28,approve_request
E00009155,C01219,2022-10-16,create_invoice
E00009156,C01219,2024-08-17,login
E00009157,C01219,2022-08-24,login
E00009158,C01219,2022-11-27,add_user
E00009159,C01219,2024-12-10,cancel_request
E00009160,C01219,2024-11-17,cancel_request
E00009161,C01219,2024-08-08,create_invoice
E00009162,C01219,2025-04-14,add_user
E00009163,C01220,2023-12-23,add_user
E00009164,C01220,2022-04-06,create_invoice
E00009165,C01220,2024-11-21,add_user
E00009166,C01220,2025-01-29,login
E00009167,C01220,2021-07-06,create_invoice
E00009168,C01220,2023-04-03,create_invoice
E00009169,C01220,2024-03-06,add_user
E00009170,C01221,2024-09-30,approve_request
E00009171,C01221,2024-02-26,login
E00009172,C01221,2023-10-17,cancel_request
E00009173,C01221,2024-05-03,cancel_request
E00009174,C01221,2025-04-10,login
E00009175,C01221,2024-12-11,cancel_request
E00009176,C01222,2023-08-08,add_user
E00009177,C01222,2024-12-28,approve_request
E00009178,C01222,2025-04-19,login
E00009179,C01222,2022-02-03,add_user
E00009180,C01222,2024-03-25,login
E00009181,C01222,2024-04-25,approve_request
E00009182,C01222,2024-10-02,cancel_request
E00009183,C01222,2022-08-26,add_user
E00009184,C01222,2022-04-04,approve_request
E00009185,C01222,2022-10-13,login
E00009186,C01223,2025-04-10,add_user
E00009187,C01223,2024-09-25,login
E00009188,C01223,2024-10-02,login
E00009189,C01223,2024-11-13,approve_request
E00009190,C01223,2024-09-01,login
E00009191,C01223,2024-09-07,add_user
E00009192,C01223,2025-02-12,add_user
E00009193,C01224,2025-02-22,approve_request
E00009194,C01224,2025-05-18,add_user
E00009195,C01224,2025-01-07,create_invoice
E00009196,C01224,2025-02-13,cancel_request
E00009197,C01224,2025-02-07,approve_request
E00009198,C01225,2022-12-20,cancel_request
E00009199,C01225,2022-08-07,cancel_request
E00009200,C01225,2025-04-05,add_user
E00009201,C01225,2023-04-02,login
E00009202,C01225,2023-05-29,login
E00009203,C01225,2024-02-26,create_invoice
E00009204,C01226,2025-05-12,login
E00009205,C01226,2025-02-21,create_invoice
E00009206,C01226,2024-12-11,create_invoice
E00009207,C01226,2024-12-08,approve_request
E00009208,C01226,2025-02-08,approve_request
E00009209,C01226,2024-03-27,add_user
E00009210,C01226,2023-11-09,cancel_request
E00009211,C01226,2024-05-28,cancel_request
E00009212,C01226,2024-09-02,create_invoice
E00009213,C01226,2024-07-15,cancel_request
E00009214,C01227,2022-09-30,cancel_request
E00009215,C01227,2025-03-07,add_user
E00009216,C01227,2022-02-15,approve_request
E00009217,C01227,2024-02-03,approve_request
E00009218,C01227,2022-03-15,create_invoice
E00009219,C01227,2023-01-16,cancel_request
E00009220,C01227,2022-12-15,login
E00009221,C01228,2024-11-25,cancel_request
E00009222,C01228,2024-12-28,login
E00009223,C01228,2025-05-03,add_user
E00009224,C01228,2024-11-30,add_user
E00009225,C01228,2025-01-21,approve_request
E00009226,C01228,2025-01-02,create_invoice
E00009227,C01228,2025-03-03,cancel_request
E00009228,C01228,2025-02-12,add_user
E00009229,C01229,2022-09-17,add_user
E00009230,C01229,2024-04-13,approve_request
E00009231,C01229,2024-01-11,create_invoice
E00009232,C01229,2024-01-14,login
E00009233,C01229,2025-01-31,login
E00009234,C01229,2023-08-24,approve_request
E00009235,C01229,2023-03-17,add_user
E00009236,C01229,2024-06-10,approve_request
E00009237,C01229,2025-02-12,create_invoice
E00009238,C01230,2024-05-26,cancel_request
E00009239,C01230,2023-06-09,login
E00009240,C01230,2023-09-12,create_invoice
E00009241,C01230,2022-05-14,add_user
E00009242,C01230,2023-09-15,approve_request
E00009243,C01231,2024-09-28,login
E00009244,C01231,2022-09-25,cancel_request
E00009245,C01231,2024-04-26,approve_request
E00009246,C01231,2023-09-22,cancel_request
E00009247,C01231,2021-12-02,cancel_request
E00009248,C01232,2024-11-27,login
E00009249,C01232,2023-08-09,approve_request
E00009250,C01232,2024-08-28,add_user
E00009251,C01232,2024-12-21,add_user
E00009252,C01232,2024-04-05,add_user
E00009253,C01232,2025-05-30,create_invoice
E00009254,C01232,2023-10-07,create_invoice
E00009255,C01232,2023-10-07,add_user
E00009256,C01233,2022-05-11,approve_request
E00009257,C01233,2022-09-29,login
E00009258,C01233,2023-03-24,approve_request
E00009259,C01233,2024-01-18,login
E00009260,C01233,2024-05-23,create_invoice
E00009261,C01233,2023-11-15,approve_request
E00009262,C01233,2025-12-01,cancel_request
E00009263,C01234,2022-11-30,login
E00009264,C01234,2024-07-08,login
E00009265,C01234,2025-01-16,cancel_request
E00009266,C01234,2023-08-09,cancel_request
E00009267,C01234,2024-10-13,add_user
E00009268,C01234,2024-02-06,create_invoice
E00009269,C01234,2023-05-20,approve_request
E00009270,C01234,2022-10-27,approve_request
E00009271,C01235,2025-03-15,create_invoice
E00009272,C01235,2024-01-14,add_user
E00009273,C01235,2024-03-16,approve_request
E00009274,C01235,2024-10-23,login
E00009275,C01235,2023-01-31,login
E00009276,C01235,2024-07-14,login
E00009277,C01236,2023-06-16,cancel_request
E00009278,C01236,2023-05-14,create_invoice
E00009279,C01236,2023-09-27,approve_request
E00009280,C01236,2024-05-20,cancel_request
E00009281,C01236,2023-05-31,login
E00009282,C01236,2023-06-10,cancel_request
E00009283,C01236,2024-08-23,login
E00009284,C01236,2025-02-05,approve_request
E00009285,C01236,2023-12-06,create_invoice
E00009286,C01237,2023-10-09,add_user
E00009287,C01237,2024-05-22,login
E00009288,C01237,2024-04-11,cancel_request
E00009289,C01237,2024-09-07,cancel_request
E00009290,C01237,2024-08-21,login
E00009291,C01237,2024-12-19,approve_request
E00009292,C01237,2023-08-25,login
E00009293,C01237,2024-10-30,approve_request
E00009294,C01238,2022-11-03,create_invoice
E00009295,C01238,2024-01-18,login
E00009296,C01238,2024-09-06,create_invoice
E00009297,C01238,2022-11-29,cancel_request
E00009298,C01238,2022-08-12,approve_request
E00009299,C01238,2023-01-23,add_user
E00009300,C01238,2021-11-29,add_user
E00009301,C01239,2023-06-26,approve_request
E00009302,C01239,2024-05-09,cancel_request
E00009303,C01239,2025-04-26,add_user
E00009304,C01239,2023-03-22,cancel_request
E00009305,C01239,2025-05-06,cancel_request
E00009306,C01239,2025-04-25,add_user
E00009307,C01239,2022-08-20,add_user
E00009308,C01240,2024-12-29,approve_request
E00009309,C01240,2024-08-15,login
E00009310,C01240,2024-06-11,approve_request
E00009311,C01240,2025-01-10,login
E00009312,C01240,2024-06-03,add_user
E00009313,C01240,2024-04-04,cancel_request
E00009314,C01240,2024-06-10,approve_request
E00009315,C01241,2025-02-02,approve_request
E00009316,C01241,2025-02-01,approve_request
E00009317,C01241,2025-01-16,cancel_request
E00009318,C01241,2023-12-11,create_invoice
E00009319,C01241,2025-04-26,add_user
E00009320,C01241,2023-09-26,create_invoice
E00009321,C01241,2024-10-28,create_invoice
E00009322,C01241,2025-01-07,approve_request
E00009323,C01241,2024-07-01,add_user
E00009324,C01242,2025-05-18,approve_request
E00009325,C01242,2024-06-16,login
E00009326,C01242,2024-07-25,approve_request
E00009327,C01242,2024-03-30,cancel_request
E00009328,C01242,2024-09-26,approve_request
E00009329,C01242,2024-08-03,login
E00009330,C01242,2024-09-20,approve_request
E00009331,C01242,2024-11-27,login
E00009332,C01242,2024-10-06,add_user
E00009333,C01242,2024-11-03,approve_request
